gene_name	gene_type
Banf2	protein_coding
Banf2os	antisense
Gm5535	lincRNA
Gm11687	processed_pseudogene
4930444E06Rik	antisense
Snx5	protein_coding
Gm11688	processed_pseudogene
Gm26165	snoRNA
Snord17	snoRNA
Mgme1	protein_coding
Ovol2	protein_coding
1700108N11Rik	antisense
Gm11700	processed_pseudogene
Gm11701	processed_pseudogene
Kat14	protein_coding
Pet117	protein_coding
Zfp133-ps	transcribed_unitary_pseudogene
Dzank1	protein_coding
Polr3f	protein_coding
Rbbp9	protein_coding
Sec23b	protein_coding
Smim26	protein_coding
Dtd1	protein_coding
Gm24823	miRNA
Gm11743	processed_pseudogene
Scp2d1	protein_coding
Gm11746	processed_pseudogene
Slc24a3	protein_coding
Gm14093	sense_intronic
Gm22731	rRNA
Gm22390	misc_RNA
Gm11759	processed_pseudogene
Gm14092	antisense
Rin2	protein_coding
Gm11763	processed_pseudogene
Gm25026	miRNA
Gm11764	processed_pseudogene
Naa20	protein_coding
Crnkl1	protein_coding
Cfap61	protein_coding
Insm1	protein_coding
Ralgapa2	protein_coding
A930019D19Rik	antisense
Gm14117	processed_pseudogene
4933406D12Rik	lincRNA
Gm14111	processed_pseudogene
Gm14114	lincRNA
Kiz	protein_coding
Xrn2	protein_coding
Nkx2-4	protein_coding
Gm14116	processed_pseudogene
Nkx2-2	protein_coding
Nkx2-2os	antisense
6430503K07Rik	antisense
Gm22261	misc_RNA
Gm14115	processed_pseudogene
Gm14113	processed_pseudogene
Nkx2-2os	misc_RNA
Gm14110	lincRNA
AI646519	antisense
Pax1	protein_coding
Gm14109	processed_pseudogene
Gm14107	processed_pseudogene
Gm14106	processed_pseudogene
A530006G24Rik	lincRNA
Gm25516	snRNA
9030622O22Rik	lincRNA
Foxa2	protein_coding
Gm27420	miRNA
Gm14108	processed_pseudogene
Gm24221	snoRNA
Sstr4	protein_coding
Thbd	protein_coding
Gm14119	processed_pseudogene
Cd93	protein_coding
Gm14120	lincRNA
Gm25866	snoRNA
Nxt1	protein_coding
Gzf1	protein_coding
Napb	protein_coding
Cstl1	protein_coding
Cst11	protein_coding
Cstdc1	protein_coding
Cst12	protein_coding
Cst8	protein_coding
Cst13	protein_coding
Cst9	protein_coding
Cstdc2	protein_coding
Cst3	protein_coding
Gm38221	TEC
Gm14129	unprocessed_pseudogene
Gm1330	protein_coding
Gm10750	TEC
Gm14135	lincRNA
Gm14132	processed_pseudogene
Gm14131	processed_pseudogene
Cst10	protein_coding
Gm24551	snoRNA
Gm14130	processed_pseudogene
Gm14133	lincRNA
C530025M09Rik	antisense
Syndig1	protein_coding
Gm14140	processed_pseudogene
Zfp120	protein_coding
Gm10770	protein_coding
Gm14139	protein_coding
Zfp937	protein_coding
Gm21994	protein_coding
Gm14124	protein_coding
Gm14125	transcribed_processed_pseudogene
3300002I08Rik	protein_coding
Gm10130	protein_coding
Gm14126	processed_pseudogene
Gm14122	processed_pseudogene
Zfp442	protein_coding
Gm14127	processed_pseudogene
Zfp345	protein_coding
Gm14121	transcribed_processed_pseudogene
Gm14128	processed_pseudogene
Cst7	protein_coding
Apmap	protein_coding
Gm14123	processed_transcript
Acss1	protein_coding
E130215H24Rik	processed_transcript
Vsx1	protein_coding
Platr15	lincRNA
Gm28450	lincRNA
Entpd6	protein_coding
Pygb	protein_coding
Abhd12	protein_coding
Gm23598	snoRNA
Gins1	protein_coding
Gm14143	processed_pseudogene
Ninl	protein_coding
Gm14142	processed_pseudogene
Gm14141	processed_pseudogene
Nanp	protein_coding
Gm22187	snoRNA
Gm24199	snoRNA
Gm14151	protein_coding
Gm14147	protein_coding
Gm14145	lincRNA
Gm22517	snoRNA
Gm14149	lincRNA
Gm14144	lincRNA
Gm23005	snoRNA
Gm24077	snoRNA
4930442J19Rik	lincRNA
Gm23261	snoRNA
Gm14148	processed_pseudogene
Gm14152	lincRNA
Gm24868	snoRNA
Gm14150	processed_pseudogene
Gm14146	antisense
4921509C19Rik	protein_coding
Nsfl1c	protein_coding
Gm14167	antisense
Fkbp1a	protein_coding
Sdcbp2	protein_coding
Snph	protein_coding
Rad21l	protein_coding
Tmem74bos	protein_coding
Gm14159	processed_pseudogene
Tmem74b	protein_coding
Psmf1	protein_coding
4930556L07Rik	lincRNA
Gm14153	processed_pseudogene
Gm14155	lincRNA
Rspo4	protein_coding
Rspo4os	antisense
Angpt4	protein_coding
Gm14154	antisense
Mir1953	miRNA
Fam110a	protein_coding
Slc52a3	protein_coding
AA387200	antisense
Scrt2	protein_coding
Srxn1	protein_coding
Tcf15	protein_coding
Rps15a-ps7	processed_pseudogene
Csnk2a1	protein_coding
Tbc1d20	protein_coding
Rbck1	protein_coding
Trib3	protein_coding
Gm14164	processed_transcript
Gm14165	processed_pseudogene
Nrsn2	protein_coding
Sox12	protein_coding
Zcchc3	protein_coding
6820408C15Rik	protein_coding
Gm27343	snRNA
Gm14158	processed_pseudogene
Defb23	protein_coding
Gm14156	processed_pseudogene
Defb20	protein_coding
Defb22	protein_coding
Defb26	protein_coding
Defb28	protein_coding
Defb29	protein_coding
Gm14161	lincRNA
Gm17416	protein_coding
Defb21	protein_coding
Defb19	protein_coding
AL845162.1	unprocessed_pseudogene
Defb45	protein_coding
Defb36	protein_coding
Gm14163	processed_pseudogene
Defb25	protein_coding
Rem1	protein_coding
1700030C14Rik	antisense
H13	protein_coding
Mcts2	protein_coding
Id1	protein_coding
Gm14162	processed_pseudogene
Cox4i2	protein_coding
Gm23802	miRNA
Bcl2l1	protein_coding
Tpx2	protein_coding
Mir5622	miRNA
Mylk2	protein_coding
Foxs1	protein_coding
Dusp15	protein_coding
Ttll9	protein_coding
Gm14199	antisense
Pdrg1	protein_coding
Xkr7	protein_coding
Ccm2l	protein_coding
Hck	protein_coding
Gm25643	snRNA
Tm9sf4	protein_coding
Tspyl3	protein_coding
Plagl2	protein_coding
Pofut1	protein_coding
Kif3b	protein_coding
2500004C02Rik	processed_transcript
Asxl1	protein_coding
Nol4l	protein_coding
Gm14472	processed_pseudogene
4930404H24Rik	protein_coding
Commd7	protein_coding
Dnmt3bos	antisense
Dnmt3b	protein_coding
Dnmt3c	protein_coding
Mapre1	protein_coding
Efcab8	protein_coding
Gm14494	processed_pseudogene
Sun5	protein_coding
Bpifb2	protein_coding
Bpifb6	protein_coding
Bpifb3	protein_coding
Bpifb4	protein_coding
Bpifa6	protein_coding
Bpifa2	protein_coding
AL732466.1	processed_pseudogene
Gm21850	unprocessed_pseudogene
Gm14497	processed_pseudogene
Bpifa3	protein_coding
Bpifa1	protein_coding
Bpifa5	protein_coding
Bpifb1	protein_coding
Bpifb5	protein_coding
Bpifb9a	protein_coding
Gm14197	processed_pseudogene
Bpifb9b	protein_coding
Cdk5rap1	protein_coding
Snta1	protein_coding
Cbfa2t2	protein_coding
Necab3	protein_coding
1700003F12Rik	protein_coding
Actl10	protein_coding
E2f1	protein_coding
Pxmp4	protein_coding
4930519P11Rik	antisense
Zfp341	protein_coding
Gm14198	antisense
Chmp4b	protein_coding
Rpl5-ps2	processed_pseudogene
Gm14215	processed_pseudogene
Gm14216	lincRNA
Gm14214	protein_coding
Raly	protein_coding
a	protein_coding
Eif2s2	protein_coding
Gm14226	protein_coding
Ahcy	protein_coding
Gm45609	antisense
2310005A03Rik	lincRNA
Itch	protein_coding
Gm14227	processed_pseudogene
Dynlrb1	protein_coding
Map1lc3a	protein_coding
Pigu	protein_coding
Mir695	miRNA
Trp53inp2	protein_coding
Ncoa6	protein_coding
Gm14239	processed_pseudogene
Gm14238	processed_pseudogene
Ggt7	protein_coding
Acss2	protein_coding
Mipep-ps	processed_pseudogene
Gm20637	processed_pseudogene
Acss2os	antisense
Gss	protein_coding
Gssos2	antisense
Gssos1	antisense
Gm14257	antisense
Myh7b	protein_coding
Mir499	miRNA
Trpc4ap	protein_coding
Gm22334	snoRNA
Edem2	protein_coding
Gm17581	protein_coding
Procr	protein_coding
Mmp24	protein_coding
BC029722	protein_coding
Eif6	protein_coding
Gm16098	antisense
Fam83c	protein_coding
Uqcc1	protein_coding
Gm15557	protein_coding
Gdf5	protein_coding
Cep250	protein_coding
6430550D23Rik	protein_coding
Ergic3	protein_coding
Fer1l4	protein_coding
Gm14240	processed_pseudogene
Spag4	protein_coding
Cpne1	protein_coding
Gm28036	protein_coding
Gm37274	TEC
Rbm12	protein_coding
Nfs1	protein_coding
Romo1	protein_coding
Rbm39	protein_coding
Phf20	protein_coding
Scand1	protein_coding
Cnbd2	protein_coding
Gm14251	processed_pseudogene
Gm22759	miRNA
Gm14252	antisense
Gm14253	processed_pseudogene
Gm14170	antisense
Gm22316	misc_RNA
Rpl21-ps9	processed_pseudogene
2900097C17Rik	lincRNA
Gm14173	processed_pseudogene
Gm22758	miRNA
Epb41l1	protein_coding
Gm14225	antisense
Gm14224	antisense
Aar2	protein_coding
Gm14168	lincRNA
Gm14169	processed_transcript
Dlgap4	protein_coding
Gm14174	lincRNA
Gm14172	processed_pseudogene
4930405A21Rik	processed_transcript
Myl9	protein_coding
Gm14231	processed_pseudogene
Gm14230	lincRNA
Tgif2	protein_coding
5430405H02Rik	processed_transcript
Gm37790	TEC
4930518I15Rik	TEC
Gm27651	misc_RNA
Rab5if	protein_coding
Sla2	protein_coding
Gm14278	unprocessed_pseudogene
Gm14248	processed_pseudogene
Gm14247	processed_pseudogene
Ndrg3	protein_coding
Gm27653	scaRNA
Gm14276	processed_pseudogene
Dsn1	protein_coding
Soga1	protein_coding
Tldc2	protein_coding
Samhd1	protein_coding
Rbl1	protein_coding
Gm14277	processed_pseudogene
Mroh8	protein_coding
Rpn2	protein_coding
Ghrh	protein_coding
Manbal	protein_coding
Src	protein_coding
Gm14279	processed_pseudogene
Gm14287	processed_pseudogene
Gm14286	antisense
Blcap	protein_coding
Nnat	protein_coding
Gm23134	miRNA
Platr27	lincRNA
Gm25407	snoRNA
Gm23463	snRNA
Ctnnbl1	protein_coding
Gm14176	processed_pseudogene
Vstm2l	protein_coding
Tti1	protein_coding
Rprd1b	protein_coding
2010009K17Rik	antisense
Tgm2	protein_coding
Gm20412	processed_transcript
D630003M21Rik	protein_coding
1700060C20Rik	antisense
Mir7685	miRNA
Bpi	protein_coding
Lbp	protein_coding
Snhg17	processed_transcript
Gm24411	snoRNA
Gm26003	snoRNA
Gm23925	lincRNA
Gm23925	snoRNA
Snhg11	protein_coding
Gm25187	snoRNA
Gm25129	snoRNA
Gm14201	processed_pseudogene
Gm14202	processed_pseudogene
Ralgapb	protein_coding
Gm14200	processed_pseudogene
Gm24379	misc_RNA
Adig	protein_coding
Arhgap40	protein_coding
Gm14204	processed_transcript
Slc32a1	protein_coding
Gm14205	antisense
Actr5	protein_coding
Mir3474	miRNA
Ppp1r16b	protein_coding
Gm26141	miRNA
Fam83d	protein_coding
Dhx35	protein_coding
Gm44319	miRNA
Gm25090	snoRNA
Gm14219	processed_pseudogene
Gm11445	processed_pseudogene
Gm11446	processed_pseudogene
Gm14223	lincRNA
4933416E03Rik	processed_transcript
Gm14220	transcribed_processed_pseudogene
9130015L21Rik	lincRNA
Gm826	protein_coding
Mafb	protein_coding
Gm14221	lincRNA
Gm14222	sense_intronic
Gm23968	miRNA
Top1	protein_coding
Plcg1	protein_coding
Gm27206	antisense
Zhx3	protein_coding
Gm16751	antisense
Gm11447	processed_pseudogene
Lpin3	protein_coding
Emilin3	protein_coding
Gm14228	lincRNA
Chd6	protein_coding
Gm25561	snoRNA
Gm45447	antisense
Gm14243	lincRNA
Gm14242	lincRNA
Gm5270	processed_pseudogene
Gm11448	processed_pseudogene
Gm14241	lincRNA
Gm11449	processed_pseudogene
Gm29229	processed_transcript
Ptprt	protein_coding
Ptprtos	antisense
9430021M05Rik	processed_transcript
Gm14246	lincRNA
Gm22936	snoRNA
Gm11450	processed_pseudogene
Gm24478	snRNA
Gm14255	lincRNA
Gm11451	processed_pseudogene
Gm11452	processed_pseudogene
Srsf6	protein_coding
L3mbtl1	protein_coding
Gm11453	processed_pseudogene
Sgk2	protein_coding
Ift52	protein_coding
Mybl2	protein_coding
Mir7003	miRNA
Gtsf1l	protein_coding
Gm22174	miRNA
Gm11454	lincRNA
Gm14254	lincRNA
Tox2	protein_coding
Jph2	protein_coding
Oser1	protein_coding
2900093K20Rik	antisense
Gdap1l1	protein_coding
Fitm2	protein_coding
2310001K24Rik	antisense
R3hdml	protein_coding
Hnf4aos	antisense
Hnf4a	protein_coding
Gm25881	snRNA
Ttpal	protein_coding
Serinc3	protein_coding
0610039K10Rik	antisense
Pkig	protein_coding
Gm16316	antisense
Ada	protein_coding
Ccn5	protein_coding
Kcnk15	protein_coding
Rims4	protein_coding
Ywhab	protein_coding
Pabpc1l	protein_coding
Tomm34	protein_coding
Stk4	protein_coding
Gm11455	antisense
n-R5s207	rRNA
Kcns1	protein_coding
Wfdc5	protein_coding
A730032A03Rik	antisense
Wfdc12	protein_coding
Wfdc15a	protein_coding
Wfdc15b	protein_coding
Svs2	protein_coding
Svs3b	protein_coding
Svs4	protein_coding
Svs3a	protein_coding
Svs6	protein_coding
Svs5	protein_coding
Slpi	protein_coding
Mir7678	miRNA
Matn4	protein_coding
Rbpjl	protein_coding
Sdc4	protein_coding
Sys1	protein_coding
Gm14302	antisense
Gm20458	protein_coding
Trp53tg5	protein_coding
Dbndd2	protein_coding
Pigt	protein_coding
Gm14317	lincRNA
Wfdc2	protein_coding
Spint3	protein_coding
Wfdc6a	protein_coding
Eppin	protein_coding
Wfdc8	protein_coding
Gm25512	snRNA
Wfdc6b	protein_coding
Gm24473	snoRNA
Wfdc16	protein_coding
Gm11456	processed_pseudogene
Wfdc9	protein_coding
Wfdc10	protein_coding
Wfdc11	protein_coding
Wfdc13	protein_coding
Spint4	protein_coding
Spint5	protein_coding
Wfdc3	protein_coding
Dnttip1	protein_coding
Gm11457	antisense
Gm22596	misc_RNA
Ube2c	protein_coding
Tnnc2	protein_coding
Snx21	protein_coding
Acot8	protein_coding
Zswim3	protein_coding
Zswim1	protein_coding
Spata25	protein_coding
Neurl2	protein_coding
Ctsa	protein_coding
Pltp	protein_coding
Pcif1	protein_coding
Zfp335	protein_coding
Zfp335os	antisense
Mmp9	protein_coding
Slc12a5	protein_coding
Ncoa5	protein_coding
Cd40	protein_coding
1700025C18Rik	protein_coding
Cdh22	protein_coding
Gm14397	antisense
Gm25569	snoRNA
Slc35c2	protein_coding
Elmo2	protein_coding
Zfp663	protein_coding
Zfp334	protein_coding
Ocstamp	protein_coding
Slc13a3	protein_coding
Gm14437	antisense
Trp53rka	protein_coding
Slc2a10	protein_coding
Eya2	protein_coding
Gm28163	lincRNA
Gm11460	processed_pseudogene
Zmynd8	protein_coding
BC046401	processed_transcript
Gm11465	antisense
Gm22692	miRNA
Gm11461	processed_pseudogene
Gm11462	processed_pseudogene
Platr29	lincRNA
Gm11464	lincRNA
Ncoa3	protein_coding
Sulf2	protein_coding
Gm22687	rRNA
Gm11466	lincRNA
Gm11467	lincRNA
Gm11468	lincRNA
Gm14268	lincRNA
5031425F14Rik	lincRNA
Gm14267	transcribed_processed_pseudogene
Prex1	protein_coding
Gm23152	rRNA
Gm25265	misc_RNA
Gm24477	snRNA
Trp53rkb	protein_coding
Arfgef2	protein_coding
Cse1l	protein_coding
Gm17096	antisense
Stau1	protein_coding
Gm11470	processed_pseudogene
Ddx27	protein_coding
Znfx1	protein_coding
Zfas1	processed_transcript
Gm27494	misc_RNA
Gm25878	snoRNA
Gm23201	snoRNA
Snord12	snoRNA
Gm11472	processed_pseudogene
Gm11471	processed_pseudogene
Kcnb1	protein_coding
1110018N20Rik	processed_transcript
Ptgis	protein_coding
Gm14291	antisense
Gm11473	processed_pseudogene
B4galt5	protein_coding
Slc9a8	protein_coding
Spata2	protein_coding
Rnf114	protein_coding
Gm11474	processed_pseudogene
Snai1	protein_coding
Gm11476	processed_transcript
Gm11475	processed_pseudogene
Ube2v1	protein_coding
Gm20431	protein_coding
Tmem189	protein_coding
Gm22355	miRNA
Gm14320	antisense
Cebpb	protein_coding
A530013C23Rik	lincRNA
Gm14321	lincRNA
9230111E07Rik	lincRNA
1200007C13Rik	lincRNA
Gm14319	lincRNA
Ptpn1	protein_coding
Ripor3	protein_coding
Gm14236	antisense
Gm24327	miRNA
Pard6b	protein_coding
AL831766.1	unitary_pseudogene
Gm14235	lincRNA
E130018N17Rik	lincRNA
Gm24561	miRNA
Adnp	protein_coding
Gm20716	protein_coding
Dpm1	protein_coding
Mocs3	protein_coding
Gm14237	processed_pseudogene
Kcng1	protein_coding
Gm14262	lincRNA
Gm22704	snoRNA
Gm14234	processed_pseudogene
Nfatc2	protein_coding
Atp9a	protein_coding
Mir7004	miRNA
Sall4	protein_coding
Gm14261	antisense
Gm25214	snoRNA
Zfp64	protein_coding
1700017J07Rik	lincRNA
Gm14260	lincRNA
Gm9873	lincRNA
Gm26469	miRNA
Gm14258	lincRNA
9430093N23Rik	lincRNA
Gm14250	lincRNA
4930529I22Rik	lincRNA
Gm14249	lincRNA
Gm11011	protein_coding
Gm34294	TEC
Tshz2	protein_coding
AY702102	TEC
Zfp217	protein_coding
Gm14270	processed_pseudogene
Bcas1	protein_coding
Bcas1os2	antisense
Bcas1os1	antisense
Gm14269	processed_pseudogene
Cyp24a1	protein_coding
Pfdn4	protein_coding
Gm16796	antisense
Gm14637	antisense
4930470P17Rik	protein_coding
Gm14264	lincRNA
Dok5	protein_coding
Gm14263	processed_pseudogene
Gm14266	lincRNA
Gm14640	lincRNA
1700007M16Rik	lincRNA
Gm26489	scaRNA
1700028P15Rik	processed_transcript
Gm14272	lincRNA
Gm14641	lincRNA
Cbln4	protein_coding
Gm14271	antisense
Gm14274	processed_pseudogene
Gm44301	miRNA
Mc3r	protein_coding
Gm14275	lincRNA
Gm14273	antisense
Fam210b	protein_coding
Aurka	protein_coding
Cstf1	protein_coding
Cass4	protein_coding
Gm14455	antisense
Rtf2	protein_coding
Gcnt7	protein_coding
Fam209	protein_coding
Gm14303	processed_pseudogene
Tfap2c	protein_coding
Gm22773	miRNA
Bmp7	protein_coding
Spo11	protein_coding
Rae1	protein_coding
Rbm38	protein_coding
Gm20490	processed_transcript
Gm14453	antisense
Ctcfl	protein_coding
Ctcflos	antisense
Pck1	protein_coding
Zbp1	protein_coding
Pmepa1	protein_coding
Pmepa1os	antisense
Gm14642	lincRNA
1700021F07Rik	protein_coding
Ankrd60	protein_coding
Ppp4r1l-ps	transcribed_unprocessed_pseudogene
Rab22a	protein_coding
Mir6340	miRNA
1700010B08Rik	protein_coding
Vapb	protein_coding
Gm18917	processed_pseudogene
Gm14371	unprocessed_pseudogene
Gm14336	processed_pseudogene
Atp5k-ps2	processed_pseudogene
Vamp7-ps	processed_pseudogene
Stx16	protein_coding
Npepl1	protein_coding
Gm10714	antisense
Gm27591	miRNA
Mir296	miRNA
Mir298	miRNA
Gnasas1	antisense
Gnas	protein_coding
Gm27899	misc_RNA
Gm27869	misc_RNA
Gm27849	misc_RNA
Gm20721	protein_coding
Nelfcd	protein_coding
Ctsz	protein_coding
Rpl30-ps5	processed_pseudogene
Tubb1	protein_coding
Atp5e	protein_coding
Prelid3b	protein_coding
Gm14385	processed_pseudogene
Vmn1r-ps1	processed_pseudogene
Zfp831	protein_coding
Edn3	protein_coding
Gm14617	processed_transcript
Gm14618	lincRNA
Gm14616	lincRNA
Gm14444	protein_coding
Gm16354	unprocessed_pseudogene
Gm14445	unprocessed_pseudogene
Gm14393	protein_coding
Gm14439	processed_pseudogene
Gm14387	unprocessed_pseudogene
Gm14392	processed_pseudogene
Gm14399	protein_coding
Gm16355	processed_pseudogene
Gm14443	protein_coding
Gm14391	protein_coding
Gm14442	unprocessed_pseudogene
Gm14438	processed_pseudogene
Gm14440	protein_coding
Gm14298	unprocessed_pseudogene
Gm4631	protein_coding
Zfp968	protein_coding
Gm14297	unprocessed_pseudogene
Gm4724	protein_coding
Zfp965	protein_coding
Gm11007	protein_coding
Gm16359	unprocessed_pseudogene
Zfp969	protein_coding
Gm2007	protein_coding
Gm16358	unprocessed_pseudogene
Gm14288	protein_coding
Rps8-ps2	processed_pseudogene
Gm2020	unprocessed_pseudogene
Gm6710	protein_coding
Gm16356	unprocessed_pseudogene
Zfp966	protein_coding
Gm2026	protein_coding
Gm11008	lincRNA
Gm16357	unprocessed_pseudogene
Gm2004	protein_coding
Gm6182	unprocessed_pseudogene
2210418O10Rik	protein_coding
Gm17258	pseudogene
Gm1980	unprocessed_pseudogene
Gm11009	protein_coding
Zfp968-ps	protein_coding
Gm16362	unprocessed_pseudogene
Gm14434	protein_coding
Zfp967	protein_coding
Gm14307	unprocessed_pseudogene
Gm14308	protein_coding
Zfp973	protein_coding
Gm14305	protein_coding
Gm14301	unprocessed_pseudogene
Gm14390	unprocessed_pseudogene
Gm14295	protein_coding
Gm14408	protein_coding
Gm14405	unprocessed_pseudogene
Gm14296	protein_coding
Gm14417	unprocessed_pseudogene
Gm14419	protein_coding
Gm14402	unprocessed_pseudogene
Gm14421	unprocessed_pseudogene
Gm14401	protein_coding
Gm14407	processed_pseudogene
Gm14415	unprocessed_pseudogene
Gm14411	unprocessed_pseudogene
Gm14416	unprocessed_pseudogene
Gm14413	unprocessed_pseudogene
Gm14410	protein_coding
Gm14400	unprocessed_pseudogene
Gm14409	protein_coding
Gm14412	protein_coding
Gm14418	protein_coding
Gm14404	unprocessed_pseudogene
Gm14414	processed_pseudogene
Zfp970	protein_coding
Gm14403	protein_coding
Gm16363	unprocessed_pseudogene
Gm14406	protein_coding
Gm14324	unprocessed_pseudogene
Gm14322	protein_coding
Gm14325	protein_coding
Gm14429	unprocessed_pseudogene
Rps8-ps5	processed_pseudogene
Gm14327	protein_coding
Zfp972	protein_coding
Gm14326	protein_coding
Gm14428	unprocessed_pseudogene
Zfp971	protein_coding
Zfp931	protein_coding
Phactr3	protein_coding
Sycp2	protein_coding
Ppp1r3d	protein_coding
Fam217b	protein_coding
Cdh26	protein_coding
Gm14314	processed_pseudogene
Gm14292	processed_pseudogene
Gm14293	processed_pseudogene
Gm14294	processed_pseudogene
4930591A17Rik	lincRNA
Cdh4	protein_coding
Gm14300	processed_pseudogene
Taf4	protein_coding
4921531C22Rik	processed_transcript
Gm14299	processed_pseudogene
Lsm14b	protein_coding
Psma7	protein_coding
Ss18l1	protein_coding
Mtg2	protein_coding
Hrh3	protein_coding
Gm17180	antisense
Osbpl2	protein_coding
Adrm1	protein_coding
Lama5	protein_coding
Mir7005	miRNA
Rps21	protein_coding
Mir3091	miRNA
Cables2	protein_coding
Rbbp8nl	protein_coding
Gata5	protein_coding
Gata5os	antisense
B230312C02Rik	lincRNA
Mir1a-1	miRNA
Mir133a-2	miRNA
Slco4a1	protein_coding
Ntsr1	protein_coding
Mrgbp	protein_coding
Ogfr	protein_coding
Col9a3	protein_coding
Tcfl5	protein_coding
Dido1	protein_coding
Gm22502	snRNA
Gid8	protein_coding
Slc17a9	protein_coding
Gm14343	processed_transcript
Bhlhe23	protein_coding
Gm14340	lincRNA
Gm14342	lincRNA
Gm14344	lincRNA
Gm22842	misc_RNA
Gm14339	lincRNA
Mir124a-3	miRNA
Gm27032	lincRNA
Ythdf1	protein_coding
Birc7	protein_coding
Nkain4	protein_coding
Gm14341	antisense
Arfgap1	protein_coding
9230112E08Rik	sense_overlapping
Col20a1	protein_coding
Chrna4	protein_coding
Kcnq2	protein_coding
Eef1a2	protein_coding
Gm24892	snRNA
Ppdpf	protein_coding
Ptk6	protein_coding
Srms	protein_coding
Gm14398	processed_pseudogene
Fndc11	protein_coding
Helz2	protein_coding
Gmeb2	protein_coding
Gm7645	processed_pseudogene
Stmn3	protein_coding
Rtel1	protein_coding
AL928965.1	unitary_pseudogene
Arfrp1	protein_coding
Zgpat	protein_coding
